nombre;apellido_1;apellido_2;dni;email;telefono;movil;fecha_nacimiento;curso;fecha_matriculacion;poblacion;provincia;calle;extension;asignatura;nota
Iker;Lozano;Lorenzo;9834147Z;iker.lozano.lorenzo@gmail.com;932821399;667013156;19/03/2006;Ciberseguridad Full Stack;05/11/2023;Dehesas de Guadix;Granada;Nueva;81 3B;Docker;3
Iker;Lozano;Lorenzo;9834147Z;iker.lozano.lorenzo@gmail.com;932821399;667013156;19/03/2006;Ciberseguridad Full Stack;05/11/2023;Dehesas de Guadix;Granada;Nueva;81 3B;Ciberseguridad enfocada en Pentesting;1
Sandra;Rojas;Alvarez;5490618N;sandra.rojas.alvarez@gmail.com;900362371;606515468;23/05/2001;DevOps & Cloud Computing Full Stack;18/10/2023;Alaminos;Guadalajara;María Zambrano;65 1A;Docker;5
Sandra;Rojas;Alvarez;5490618N;sandra.rojas.alvarez@gmail.com;900362371;606515468;23/05/2001;DevOps & Cloud Computing Full Stack;18/10/2023;Alaminos;Guadalajara;María Zambrano;65 1A;Base Linux;3
Sandra;Rojas;Alvarez;5490618N;sandra.rojas.alvarez@gmail.com;900362371;606515468;23/05/2001;DevOps & Cloud Computing Full Stack;18/10/2023;Alaminos;Guadalajara;María Zambrano;65 1A;Python;5
Raul;Diez;Ferrer;4749593R;raul.diez.ferrer@gmail.com;902499273;634948602;21/11/2002;Ciberseguridad Full Stack;15/10/2023;Carolina, La;Jaén;Mercé Rodoreda;98 1D;Productividad;3
Raul;Diez;Ferrer;4749593R;raul.diez.ferrer@gmail.com;902499273;634948602;21/11/2002;Ciberseguridad Full Stack;15/10/2023;Carolina, La;Jaén;Mercé Rodoreda;98 1D;Networking;7
Raul;Diez;Ferrer;4749593R;raul.diez.ferrer@gmail.com;902499273;634948602;21/11/2002;Ciberseguridad Full Stack;15/10/2023;Carolina, La;Jaén;Mercé Rodoreda;98 1D;Linux;1
Raul;Diez;Ferrer;4749593R;raul.diez.ferrer@gmail.com;902499273;634948602;21/11/2002;Ciberseguridad Full Stack;15/10/2023;Carolina, La;Jaén;Mercé Rodoreda;98 1D;Python;3
Raul;Diez;Ferrer;4749593R;raul.diez.ferrer@gmail.com;902499273;634948602;21/11/2002;Ciberseguridad Full Stack;15/10/2023;Carolina, La;Jaén;Mercé Rodoreda;98 1D;Docker;10
Raul;Diez;Ferrer;4749593R;raul.diez.ferrer@gmail.com;902499273;634948602;21/11/2002;Ciberseguridad Full Stack;15/10/2023;Carolina, La;Jaén;Mercé Rodoreda;98 1D;Ciberseguridad enfocada en Pentesting;5
Raul;Diez;Ferrer;4749593R;raul.diez.ferrer@gmail.com;902499273;634948602;21/11/2002;Ciberseguridad Full Stack;15/10/2023;Carolina, La;Jaén;Mercé Rodoreda;98 1D;Desarrollo seguro de aplicaciones;4
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Prompt Engineering;2
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Git & GitHub;8
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Fundamentos de Web: HTML5, CSS3;7
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Modelado de datos & SQL;3
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Introducción a JavaScript;2
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Fundamentos de React;5
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Desarrollo frontend con JavaScript;7
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Web Components;3
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Frontend PRO;9
Lucas;Vicente;Aguilar;2767959R;lucas.vicente.aguilar@gmail.com;932018748;619873430;17/10/1997;Desarrollo Web Full Stack;18/10/2023;Bidaurreta;Navarra;Ramón y Cajal;71 2C;Testing con JavaScript;3
Maria soledad;Vazquez;Aguilar;1881337Y;maria soledad.vazquez.aguilar@gmail.com;981409327;629887162;27/03/1994;Marketing Digital y Análisis de Datos;07/10/2023;Vandellòs i l'Hospitalet de l'Infant;Tarragona;Madre Teresa de Calcuta;34 4Der.;Ecommerce – Plan de desarrollo y Estrategia;3
Maria soledad;Vazquez;Aguilar;1881337Y;maria soledad.vazquez.aguilar@gmail.com;981409327;629887162;27/03/1994;Marketing Digital y Análisis de Datos;07/10/2023;Vandellòs i l'Hospitalet de l'Infant;Tarragona;Madre Teresa de Calcuta;34 4Der.;SEO – Posicionamiento en buscadores;7
Maria soledad;Vazquez;Aguilar;1881337Y;maria soledad.vazquez.aguilar@gmail.com;981409327;629887162;27/03/1994;Marketing Digital y Análisis de Datos;07/10/2023;Vandellòs i l'Hospitalet de l'Infant;Tarragona;Madre Teresa de Calcuta;34 4Der.;SEM, PPC, Display & Social Ads;2
Maria soledad;Vazquez;Aguilar;1881337Y;maria soledad.vazquez.aguilar@gmail.com;981409327;629887162;27/03/1994;Marketing Digital y Análisis de Datos;07/10/2023;Vandellòs i l'Hospitalet de l'Infant;Tarragona;Madre Teresa de Calcuta;34 4Der.;Email Marketing;0
Samuel;Diez;Crespo;7868587B;samuel.diez.crespo@gmail.com;950227509;615120012;12/01/2010;Desarrollo Web Full Stack; ;Piña de Esgueva;Valladolid;María Zambrano;75 4A;Web Components; 
Maria soledad;Hernandez;Caballero;4330871V;maria soledad.hernandez.caballero@gmail.com;935575765;623630860;20/08/2000;Ciberseguridad Full Stack;16/10/2023;Camarillas;Teruel;Federico García Lorca;95 2Izq.;Productividad;0
Maria soledad;Hernandez;Caballero;4330871V;maria soledad.hernandez.caballero@gmail.com;935575765;623630860;20/08/2000;Ciberseguridad Full Stack;16/10/2023;Camarillas;Teruel;Federico García Lorca;95 2Izq.;Networking;4
Maria soledad;Hernandez;Caballero;4330871V;maria soledad.hernandez.caballero@gmail.com;935575765;623630860;20/08/2000;Ciberseguridad Full Stack;16/10/2023;Camarillas;Teruel;Federico García Lorca;95 2Izq.;Linux;8
Maria soledad;Hernandez;Caballero;4330871V;maria soledad.hernandez.caballero@gmail.com;935575765;623630860;20/08/2000;Ciberseguridad Full Stack;16/10/2023;Camarillas;Teruel;Federico García Lorca;95 2Izq.;Python;8
Maria soledad;Hernandez;Caballero;4330871V;maria soledad.hernandez.caballero@gmail.com;935575765;623630860;20/08/2000;Ciberseguridad Full Stack;16/10/2023;Camarillas;Teruel;Federico García Lorca;95 2Izq.;Docker;5
Maria soledad;Hernandez;Caballero;4330871V;maria soledad.hernandez.caballero@gmail.com;935575765;623630860;20/08/2000;Ciberseguridad Full Stack;16/10/2023;Camarillas;Teruel;Federico García Lorca;95 2Izq.;Ciberseguridad enfocada en Pentesting;2
Maria soledad;Hernandez;Caballero;4330871V;maria soledad.hernandez.caballero@gmail.com;935575765;623630860;20/08/2000;Ciberseguridad Full Stack;16/10/2023;Camarillas;Teruel;Federico García Lorca;95 2Izq.;Desarrollo seguro de aplicaciones;10
Lidia;Roman;Martinez;4079753J;lidia.roman.martinez@gmail.com;973208644;663638660;20/09/1996;Desarrollo Web Full Stack;12/10/2023;Sabiote;Jaén;Iglesia;87 3A;Prompt Engineering;10
Lidia;Roman;Martinez;4079753J;lidia.roman.martinez@gmail.com;973208644;663638660;20/09/1996;Desarrollo Web Full Stack;12/10/2023;Sabiote;Jaén;Iglesia;87 3A;Git & GitHub;2
Lidia;Roman;Martinez;4079753J;lidia.roman.martinez@gmail.com;973208644;663638660;20/09/1996;Desarrollo Web Full Stack;12/10/2023;Sabiote;Jaén;Iglesia;87 3A;Fundamentos de Web: HTML5, CSS3;8
Lidia;Roman;Martinez;4079753J;lidia.roman.martinez@gmail.com;973208644;663638660;20/09/1996;Desarrollo Web Full Stack;12/10/2023;Sabiote;Jaén;Iglesia;87 3A;Modelado de datos & SQL;7
Lidia;Roman;Martinez;4079753J;lidia.roman.martinez@gmail.com;973208644;663638660;20/09/1996;Desarrollo Web Full Stack;12/10/2023;Sabiote;Jaén;Iglesia;87 3A;Introducción a JavaScript;4
Lidia;Roman;Martinez;4079753J;lidia.roman.martinez@gmail.com;973208644;663638660;20/09/1996;Desarrollo Web Full Stack;12/10/2023;Sabiote;Jaén;Iglesia;87 3A;Fundamentos de React;3
Lidia;Roman;Martinez;4079753J;lidia.roman.martinez@gmail.com;973208644;663638660;20/09/1996;Desarrollo Web Full Stack;12/10/2023;Sabiote;Jaén;Iglesia;87 3A;Desarrollo frontend con JavaScript;10
Lidia;Roman;Martinez;4079753J;lidia.roman.martinez@gmail.com;973208644;663638660;20/09/1996;Desarrollo Web Full Stack;12/10/2023;Sabiote;Jaén;Iglesia;87 3A;Web Components;0
Lidia;Roman;Martinez;4079753J;lidia.roman.martinez@gmail.com;973208644;663638660;20/09/1996;Desarrollo Web Full Stack;12/10/2023;Sabiote;Jaén;Iglesia;87 3A;Testing con JavaScript;8
Jose ignacio;Fernandez;Montero;9873505L;jose ignacio.fernandez.montero@gmail.com;922185391;636602337;20/09/1997;Desarrollo Web Full Stack;23/09/2023;Villayón;Asturias;Madre Teresa de Calcuta;51 3B;Prompt Engineering;7
Jose ignacio;Fernandez;Montero;9873505L;jose ignacio.fernandez.montero@gmail.com;922185391;636602337;20/09/1997;Desarrollo Web Full Stack;23/09/2023;Villayón;Asturias;Madre Teresa de Calcuta;51 3B;Git & GitHub;5
Jose ignacio;Fernandez;Montero;9873505L;jose ignacio.fernandez.montero@gmail.com;922185391;636602337;20/09/1997;Desarrollo Web Full Stack;23/09/2023;Villayón;Asturias;Madre Teresa de Calcuta;51 3B;Fundamentos de Web: HTML5, CSS3;10
Jose ignacio;Fernandez;Montero;9873505L;jose ignacio.fernandez.montero@gmail.com;922185391;636602337;20/09/1997;Desarrollo Web Full Stack;23/09/2023;Villayón;Asturias;Madre Teresa de Calcuta;51 3B;Modelado de datos & SQL;0
Jose ignacio;Fernandez;Montero;9873505L;jose ignacio.fernandez.montero@gmail.com;922185391;636602337;20/09/1997;Desarrollo Web Full Stack;23/09/2023;Villayón;Asturias;Madre Teresa de Calcuta;51 3B;Introducción a JavaScript;6
Jose ignacio;Fernandez;Montero;9873505L;jose ignacio.fernandez.montero@gmail.com;922185391;636602337;20/09/1997;Desarrollo Web Full Stack;23/09/2023;Villayón;Asturias;Madre Teresa de Calcuta;51 3B;Fundamentos de React;8
Jose ignacio;Fernandez;Montero;9873505L;jose ignacio.fernandez.montero@gmail.com;922185391;636602337;20/09/1997;Desarrollo Web Full Stack;23/09/2023;Villayón;Asturias;Madre Teresa de Calcuta;51 3B;Desarrollo frontend con JavaScript;3
Jose ignacio;Fernandez;Montero;9873505L;jose ignacio.fernandez.montero@gmail.com;922185391;636602337;20/09/1997;Desarrollo Web Full Stack;23/09/2023;Villayón;Asturias;Madre Teresa de Calcuta;51 3B;Frontend PRO;2
Jose ignacio;Fernandez;Montero;9873505L;jose ignacio.fernandez.montero@gmail.com;922185391;636602337;20/09/1997;Desarrollo Web Full Stack;23/09/2023;Villayón;Asturias;Madre Teresa de Calcuta;51 3B;Testing con JavaScript;9
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Prompt Engineering;5
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Git & GitHub;8
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Fundamentos de Web: HTML5, CSS3;7
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Modelado de datos & SQL;1
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Introducción a JavaScript;1
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Fundamentos de React;2
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Desarrollo frontend con JavaScript;6
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Web Components;2
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Frontend PRO;10
Maria dolores;Rivera;Moreno;4693532Z;maria dolores.rivera.moreno@gmail.com;918681982;600765470;16/01/2013;Desarrollo Web Full Stack;17/10/2023;Piña de Esgueva;Valladolid;Francisco Pizarro;3 1D;Testing con JavaScript;9
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Prompt Engineering;7
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Git & GitHub;9
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Fundamentos de Web: HTML5, CSS3;2
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Modelado de datos & SQL;1
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Introducción a JavaScript;2
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Fundamentos de React;8
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Desarrollo frontend con JavaScript;10
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Web Components;1
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Frontend PRO;3
Paula;Benitez;Peña;6096543W;paula.benitez.peña@gmail.com;929670878;628791218;15/06/2010;Desarrollo Web Full Stack;20/09/2023;Valdáliga;Cantabria;Constitución;100 1Izq.;Testing con JavaScript;4
Domingo;Iglesias;Pascual;8271298S;domingo.iglesias.pascual@gmail.com;905199743;641407968;31/05/2010;Desarrollo Web Full Stack;18/10/2023;Robledo;Albacete;Miguel de Cervantes;23 3Izq.;Prompt Engineering;6
Domingo;Iglesias;Pascual;8271298S;domingo.iglesias.pascual@gmail.com;905199743;641407968;31/05/2010;Desarrollo Web Full Stack;18/10/2023;Robledo;Albacete;Miguel de Cervantes;23 3Izq.;Git & GitHub;1
Domingo;Iglesias;Pascual;8271298S;domingo.iglesias.pascual@gmail.com;905199743;641407968;31/05/2010;Desarrollo Web Full Stack;18/10/2023;Robledo;Albacete;Miguel de Cervantes;23 3Izq.;Fundamentos de Web: HTML5, CSS3;3
Domingo;Iglesias;Pascual;8271298S;domingo.iglesias.pascual@gmail.com;905199743;641407968;31/05/2010;Desarrollo Web Full Stack;18/10/2023;Robledo;Albacete;Miguel de Cervantes;23 3Izq.;Modelado de datos & SQL;1
Domingo;Iglesias;Pascual;8271298S;domingo.iglesias.pascual@gmail.com;905199743;641407968;31/05/2010;Desarrollo Web Full Stack;18/10/2023;Robledo;Albacete;Miguel de Cervantes;23 3Izq.;Introducción a JavaScript;9
Domingo;Iglesias;Pascual;8271298S;domingo.iglesias.pascual@gmail.com;905199743;641407968;31/05/2010;Desarrollo Web Full Stack;18/10/2023;Robledo;Albacete;Miguel de Cervantes;23 3Izq.;Fundamentos de React;2
Domingo;Iglesias;Pascual;8271298S;domingo.iglesias.pascual@gmail.com;905199743;641407968;31/05/2010;Desarrollo Web Full Stack;18/10/2023;Robledo;Albacete;Miguel de Cervantes;23 3Izq.;Desarrollo frontend con JavaScript;9
Domingo;Iglesias;Pascual;8271298S;domingo.iglesias.pascual@gmail.com;905199743;641407968;31/05/2010;Desarrollo Web Full Stack;18/10/2023;Robledo;Albacete;Miguel de Cervantes;23 3Izq.;Web Components;8
Domingo;Iglesias;Pascual;8271298S;domingo.iglesias.pascual@gmail.com;905199743;641407968;31/05/2010;Desarrollo Web Full Stack;18/10/2023;Robledo;Albacete;Miguel de Cervantes;23 3Izq.;Frontend PRO;4
Jose miguel;Sanz;Nieto;2577315G;jose miguel.sanz.nieto@gmail.com;921251296;630209120;15/01/2009;Ciberseguridad Full Stack;06/11/2023;Urueñas;Segovia;Real;85 2A;Productividad;10
Jose miguel;Sanz;Nieto;2577315G;jose miguel.sanz.nieto@gmail.com;921251296;630209120;15/01/2009;Ciberseguridad Full Stack;06/11/2023;Urueñas;Segovia;Real;85 2A;Networking;9
Jose miguel;Sanz;Nieto;2577315G;jose miguel.sanz.nieto@gmail.com;921251296;630209120;15/01/2009;Ciberseguridad Full Stack;06/11/2023;Urueñas;Segovia;Real;85 2A;Python;8
Jose miguel;Sanz;Nieto;2577315G;jose miguel.sanz.nieto@gmail.com;921251296;630209120;15/01/2009;Ciberseguridad Full Stack;06/11/2023;Urueñas;Segovia;Real;85 2A;Docker;3
Jose miguel;Sanz;Nieto;2577315G;jose miguel.sanz.nieto@gmail.com;921251296;630209120;15/01/2009;Ciberseguridad Full Stack;06/11/2023;Urueñas;Segovia;Real;85 2A;Ciberseguridad enfocada en Pentesting;4
Jose miguel;Sanz;Nieto;2577315G;jose miguel.sanz.nieto@gmail.com;921251296;630209120;15/01/2009;Ciberseguridad Full Stack;06/11/2023;Urueñas;Segovia;Real;85 2A;Desarrollo seguro de aplicaciones;0
Ines;Lopez;Nieto;6276215K;ines.lopez.nieto@gmail.com;900036986;677069201;01/03/1994;Desarrollo de Apps Móviles Full Stack;29/10/2023;Villayón;Asturias;Concepción Arenal;5 2Izq.;Swift desde 0;3
Ines;Lopez;Nieto;6276215K;ines.lopez.nieto@gmail.com;900036986;677069201;01/03/1994;Desarrollo de Apps Móviles Full Stack;29/10/2023;Villayón;Asturias;Concepción Arenal;5 2Izq.;Swift & Storyboards;5
Ines;Lopez;Nieto;6276215K;ines.lopez.nieto@gmail.com;900036986;677069201;01/03/1994;Desarrollo de Apps Móviles Full Stack;29/10/2023;Villayón;Asturias;Concepción Arenal;5 2Izq.;Kotlin desde cero;3
Ines;Lopez;Nieto;6276215K;ines.lopez.nieto@gmail.com;900036986;677069201;01/03/1994;Desarrollo de Apps Móviles Full Stack;29/10/2023;Villayón;Asturias;Concepción Arenal;5 2Izq.;Kotlin Avanzado;2
Ines;Lopez;Nieto;6276215K;ines.lopez.nieto@gmail.com;900036986;677069201;01/03/1994;Desarrollo de Apps Móviles Full Stack;29/10/2023;Villayón;Asturias;Concepción Arenal;5 2Izq.;Modelado de datos & SQL;9
Ines;Lopez;Nieto;6276215K;ines.lopez.nieto@gmail.com;900036986;677069201;01/03/1994;Desarrollo de Apps Móviles Full Stack;29/10/2023;Villayón;Asturias;Concepción Arenal;5 2Izq.;Introducción a GNU/Linux;3
Ines;Lopez;Nieto;6276215K;ines.lopez.nieto@gmail.com;900036986;677069201;01/03/1994;Desarrollo de Apps Móviles Full Stack;29/10/2023;Villayón;Asturias;Concepción Arenal;5 2Izq.;Fundamentos de Autolayout;6
Ines;Lopez;Nieto;6276215K;ines.lopez.nieto@gmail.com;900036986;677069201;01/03/1994;Desarrollo de Apps Móviles Full Stack;29/10/2023;Villayón;Asturias;Concepción Arenal;5 2Izq.;Arquitectura y código de calidad;2
Ines;Lopez;Nieto;6276215K;ines.lopez.nieto@gmail.com;900036986;677069201;01/03/1994;Desarrollo de Apps Móviles Full Stack;29/10/2023;Villayón;Asturias;Concepción Arenal;5 2Izq.;Fundamentos de ConstraintLayout;3
Ruben;Cano;Velasco;4458496S;ruben.cano.velasco@gmail.com;946833937;683672083;24/01/2001;Desarrollo de Apps Móviles Full Stack;30/09/2023;Camarillas;Teruel;Isabel la Católica;21 3Izq.;Swift desde 0;9
Ruben;Cano;Velasco;4458496S;ruben.cano.velasco@gmail.com;946833937;683672083;24/01/2001;Desarrollo de Apps Móviles Full Stack;30/09/2023;Camarillas;Teruel;Isabel la Católica;21 3Izq.;Swift & Storyboards;5
Ruben;Cano;Velasco;4458496S;ruben.cano.velasco@gmail.com;946833937;683672083;24/01/2001;Desarrollo de Apps Móviles Full Stack;30/09/2023;Camarillas;Teruel;Isabel la Católica;21 3Izq.;Modelado de datos & SQL;1
Ruben;Cano;Velasco;4458496S;ruben.cano.velasco@gmail.com;946833937;683672083;24/01/2001;Desarrollo de Apps Móviles Full Stack;30/09/2023;Camarillas;Teruel;Isabel la Católica;21 3Izq.;Introducción a GNU/Linux;0
Ruben;Cano;Velasco;4458496S;ruben.cano.velasco@gmail.com;946833937;683672083;24/01/2001;Desarrollo de Apps Móviles Full Stack;30/09/2023;Camarillas;Teruel;Isabel la Católica;21 3Izq.;Fundamentos de Autolayout;5
Ruben;Cano;Velasco;4458496S;ruben.cano.velasco@gmail.com;946833937;683672083;24/01/2001;Desarrollo de Apps Móviles Full Stack;30/09/2023;Camarillas;Teruel;Isabel la Católica;21 3Izq.;Arquitectura y código de calidad;7
Ruben;Cano;Velasco;4458496S;ruben.cano.velasco@gmail.com;946833937;683672083;24/01/2001;Desarrollo de Apps Móviles Full Stack;30/09/2023;Camarillas;Teruel;Isabel la Católica;21 3Izq.;Fundamentos de ConstraintLayout;6
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Prompt Engineering;7
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Git & GitHub;4
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Fundamentos de Web: HTML5, CSS3;2
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Modelado de datos & SQL;10
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Introducción a JavaScript;5
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Fundamentos de React;7
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Desarrollo frontend con JavaScript;2
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Web Components;6
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Frontend PRO;4
Maria nieves;Gallardo;Roman;7668588C;maria nieves.gallardo.roman@gmail.com;963067724;658916995;18/07/2001;Desarrollo Web Full Stack;19/09/2023;Bidaurreta;Navarra;Madre Teresa de Calcuta;73 3Der.;Testing con JavaScript;7
Angela;Moreno;Rubio;7893198N;angela.moreno.rubio@gmail.com;920699548;650300521;02/01/2007;DevOps & Cloud Computing Full Stack;28/10/2023;Porriño, O;Pontevedra;Miguel Hernández;83 4A;Docker;2
Angela;Moreno;Rubio;7893198N;angela.moreno.rubio@gmail.com;920699548;650300521;02/01/2007;DevOps & Cloud Computing Full Stack;28/10/2023;Porriño, O;Pontevedra;Miguel Hernández;83 4A;Base Linux;4
Angela;Moreno;Rubio;7893198N;angela.moreno.rubio@gmail.com;920699548;650300521;02/01/2007;DevOps & Cloud Computing Full Stack;28/10/2023;Porriño, O;Pontevedra;Miguel Hernández;83 4A;Introducción Despliegue en Servidores;3
Angela;Moreno;Rubio;7893198N;angela.moreno.rubio@gmail.com;920699548;650300521;02/01/2007;DevOps & Cloud Computing Full Stack;28/10/2023;Porriño, O;Pontevedra;Miguel Hernández;83 4A;Python;8
Angela;Moreno;Rubio;7893198N;angela.moreno.rubio@gmail.com;920699548;650300521;02/01/2007;DevOps & Cloud Computing Full Stack;28/10/2023;Porriño, O;Pontevedra;Miguel Hernández;83 4A;Plataformas Cloud y Kubernetes;1
